set,rank,anchor_path,negative_path,anchor_person_id,negative_person_id,visual_cosine,semantic_cosine,hybrid_rank,anchor_camera,negative_camera,anchor_clothes_key,negative_clothes_key,anchor_gender,negative_gender,anchor_hair_color,negative_hair_color,anchor_hair_length,negative_hair_length,anchor_body_build,negative_body_build
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb019.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8794621825218201,0.9999998807907104,5,A,A,092,193,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8783057928085327,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.875474214553833,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.874297022819519,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb019.jpg,0,51,0.8706144690513611,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/154/A_cropped_rgb013.jpg,0,27,0.8652434349060059,0.9999998807907104,,A,A,092,154,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8639563322067261,0.9999998807907104,,A,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6314355134963989,0.9999998807907104,,A,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7013534307479858,0.9999998807907104,,A,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7535915374755859,0.9999998807907104,,A,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6555826663970947,0.9999998807907104,,A,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8639563322067261,0.9999998807907104,1,A,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8783057928085327,0.9999998807907104,2,A,A,092,193,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6314355134963989,0.9999998807907104,3,A,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.875474214553833,0.9999998807907104,4,A,A,092,193,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7013534307479858,0.9999998807907104,5,A,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb400.jpg,0,51,0.8903014659881592,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.888918399810791,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8879906535148621,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8840191960334778,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb019.jpg,0,51,0.8837761878967285,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8786569237709045,0.9999998807907104,,A,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6284719705581665,0.9999998807907104,,A,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7037453651428223,0.9999998807907104,,A,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7627885341644287,0.9999998807907104,,A,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6593775153160095,0.9999998807907104,,A,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8786569237709045,0.9999998807907104,1,A,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb400.jpg,0,51,0.8903014659881592,0.9999998807907104,2,A,A,092,193,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6284719705581665,0.9999998807907104,3,A,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.888918399810791,0.9999998807907104,4,A,A,092,193,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7037453651428223,0.9999998807907104,5,A,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8992190361022949,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8953092098236084,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8932727575302124,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb019.jpg,0,51,0.8905929327011108,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb001.jpg,0,51,0.8859818577766418,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8627936840057373,0.9999998807907104,,A,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.642888069152832,0.9999998807907104,,A,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7146440148353577,0.9999998807907104,,A,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7529342174530029,0.9999998807907104,,A,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6477659344673157,0.9999998807907104,,A,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8627936840057373,0.9999998807907104,1,A,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8992190361022949,0.9999998807907104,2,A,A,092,193,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.642888069152832,0.9999998807907104,3,A,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8953092098236084,0.9999998807907104,4,A,A,092,193,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb028.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7146440148353577,0.9999998807907104,5,A,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8621848225593567,0.9999998807907104,,A,B,092,114,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/098/A_cropped_rgb022.jpg,0,2,0.856987714767456,0.9999998807907104,,A,A,092,098,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8558530807495117,0.9999998807907104,,A,B,092,149,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8549314737319946,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8540623784065247,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8558530807495117,0.9999998807907104,,A,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.623868465423584,0.9999998807907104,,A,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.6826708316802979,0.9999998807907104,,A,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7515347003936768,0.9999998807907104,,A,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6644625663757324,0.9999998807907104,,A,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8558530807495117,0.9999998807907104,1,A,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8621848225593567,0.9999998807907104,2,A,B,092,114,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.623868465423584,0.9999998807907104,3,A,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/098/A_cropped_rgb022.jpg,0,2,0.856987714767456,0.9999998807907104,4,A,A,092,098,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb035.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.6826708316802979,0.9999998807907104,5,A,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8734716176986694,0.9999998807907104,,A,B,092,114,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8717426061630249,0.9999998807907104,,A,B,092,149,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8688797950744629,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.867668628692627,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8667531609535217,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8717426061630249,0.9999998807907104,,A,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6305016875267029,0.9999998807907104,,A,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7070712447166443,0.9999998807907104,,A,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7506400942802429,0.9999998807907104,,A,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6773185729980469,0.9999998807907104,,A,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8717426061630249,0.9999998807907104,1,A,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8734716176986694,0.9999998807907104,2,A,B,092,114,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6305016875267029,0.9999998807907104,3,A,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7070712447166443,0.9999998807907104,4,A,A,092,185,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8688797950744629,0.9999998807907104,5,A,A,092,193,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb040.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb400.jpg,0,51,0.8812045454978943,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb040.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8745194673538208,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb040.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8717539310455322,0.9999998807907104,,A,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb040.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8694642186164856,0.9999998807907104,,A,B,092,114,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb040.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8689637780189514,0.9999998807907104,,A,B,092,149,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb040.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8689637780189514,0.9999998807907104,,A,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb040.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6088147163391113,0.9999998807907104,,A,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb040.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.697799801826477,0.9999998807907104,,A,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb040.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7694631814956665,0.9999998807907104,,A,C,092,300C,male,male,black,black,short,short,average,average
